longitude,latitude,mindex
8.263644500000002,48.96719359999997,0.355214146072909
8.263644500000002,48.97719359999997,0.2526830187468819
8.273644500000001,48.957193599999975,0.18289507682549744
8.273644500000001,48.96719359999997,0.2846167661351574
8.273644500000001,48.97719359999997,0.014750291985943353
8.273644500000001,48.98719359999997,0.7612052145308058
8.283644500000001,48.957193599999975,0.9017298042533294
8.283644500000001,48.96719359999997,0.34124906900717367
8.283644500000001,48.97719359999997,0.24020430008503635
8.293644500000001,48.88719359999999,0.7355974758407094
8.293644500000001,48.957193599999975,0.575485182124032
8.293644500000001,48.96719359999997,0.3432170606007219
8.293644500000001,48.97719359999997,0.4359159976025426
8.3036445,48.87719359999999,0.5855407373142103
8.3036445,48.88719359999999,0.3237783000557781
8.3036445,48.89719359999999,0.7671922500755046
8.3036445,48.907193599999985,0.22636191867055944
8.3036445,48.957193599999975,0.05040449163710181
8.3036445,48.96719359999997,0.08963021405652782
8.3036445,48.97719359999997,0.11803980525613966
8.3036445,48.98719359999997,0.6246715598591991
8.3136445,48.86719359999999,0.08246070510163372
8.3136445,48.87719359999999,0.37894510406181436
8.3136445,48.88719359999999,0.8604935906935485
8.3136445,48.89719359999999,0.8420470414483765
8.3136445,48.907193599999985,0.3121760953318886
8.3136445,48.91719359999998,0.004674699112525826
8.3136445,48.957193599999975,0.7031873065242434
8.3136445,48.96719359999997,0.4126506146488589
8.3136445,48.97719359999997,0.11730073211583403
8.3236445,48.857193599999995,0.10238844458665486
8.3236445,48.86719359999999,0.8824319667783633
8.3236445,48.87719359999999,0.4942478102148331
8.3236445,48.88719359999999,0.13516345308078803
8.3236445,48.89719359999999,0.5582626395289744
8.3236445,48.907193599999985,0.5902781985983199
8.3236445,48.91719359999998,0.773504746493448
8.3236445,48.94719359999998,0.2432980697842555
8.3236445,48.957193599999975,0.09770103295394805
8.3236445,48.96719359999997,0.49055215257096063
8.3236445,48.97719359999997,0.1858468064320259
8.3236445,48.98719359999997,0.6811818170725874
8.3336445,48.857193599999995,0.7473801932544607
8.3336445,48.86719359999999,0.08133239208141485
8.3336445,48.87719359999999,0.38995905069732884
8.3336445,48.88719359999999,0.020959199214360735
8.3336445,48.89719359999999,0.9584838882475302
8.3336445,48.907193599999985,0.5140490720110649
8.3336445,48.91719359999998,0.4525873678847815
8.3336445,48.94719359999998,0.2761474866230408
8.3336445,48.957193599999975,0.14705180284514785
