lng,lat,dist,intensity
9.625,51.775,48.843728686846944,10
9.64030612244898,51.775,47.21371294565275,2
9.65561224489796,51.775,46.036611798880095,10
9.670918367346939,51.775,44.29693280084605,10
9.686224489795919,51.775,42.82714362733615,1
9.701530612244898,51.775,41.48164535787302,8
9.716836734693878,51.775,40.05986185535224,10
9.732142857142858,51.775,38.916159552868834,7
9.747448979591837,51.775,37.714353050632766,4
9.762755102040817,51.775,36.67961023242674,10
9.778061224489797,51.775,35.32562160433765,6
9.793367346938776,51.775,33.784865971445186,3
9.808673469387756,51.775,32.492077271239495,1
9.823979591836734,51.775,31.23519095320464,10
9.839285714285714,51.775,30.370053466487825,7
9.854591836734693,51.775,29.586872691579167,4
9.869897959183673,51.775,28.5562751536157,8
9.885204081632653,51.775,27.68214796961774,10
9.900510204081632,51.775,27.509337885392696,2
9.915816326530612,51.775,26.66783931535909,6
9.931122448979592,51.775,25.99612447698098,3
9.946428571428571,51.775,25.73223596501505,10
9.96173469387755,51.775,25.658253748699785,8
9.97704081632653,51.775,24.748533881250786,4
9.99234693877551,51.775,25.33209930834813,7
10.00765306122449,51.775,25.20012624286784,5
10.02295918367347,51.775,25.21647436050202,7
10.03826530612245,51.775,24.871421458314025,5
10.053571428571429,51.775,25.559227149279362,10
10.068877551020408,51.775,25.8636040821412,7
10.084183673469388,51.775,26.99465474163092,5
10.099489795918368,51.775,27.252213877880415,9
10.114795918367347,51.775,27.579170811934166,6
10.130102040816327,51.775,28.61596252587369,9
10.145408163265307,51.775,29.44870147943455,5
10.160714285714286,51.775,30.43158363520935,9
10.176020408163264,51.775,31.770930537556648,9
10.191326530612244,51.775,32.826225976240245,10
10.206632653061224,51.775,33.81866817936694,8
10.221938775510203,51.775,35.27660623155453,3
10.237244897959183,51.775,36.79266949398725,8
10.252551020408163,51.775,37.26995584167859,10
10.267857142857142,51.775,38.71421219061009,4
10.283163265306122,51.775,40.18001205233792,4
10.298469387755102,51.775,41.492130083761886,7
10.313775510204081,51.775,43.0548686820099,4
10.329081632653061,51.775,44.65540091075698,8
10.34438775510204,51.775,45.939844743154,9
10.35969387755102,51.775,46.78493287698331,4
10.375,51.775,48.883493635823164,4
9.625,51.784183673469386,47.53651995098935,2
9.64030612244898,51.784183673469386,46.34446771180959,10
9.65561224489796,51.784183673469386,44.61763247312537,10
9.670918367346939,51.784183673469386,44.04493030715429,7
9.686224489795919,51.784183673469386,41.92160077985828,10
9.701530612244898,51.784183673469386,40.38654114531834,2
9.716836734693878,51.784183673469386,39.020481866010314,9
9.732142857142858,51.784183673469386,37.89983920725772,6
9.747448979591837,51.784183673469386,37.056667768641226,9
9.762755102040817,51.784183673469386,35.382883102063836,9
9.778061224489797,51.784183673469386,34.02759297340162,9
9.793367346938776,51.784183673469386,32.693856580738974,5
9.808673469387756,51.784183673469386,31.52087451262782,9
9.823979591836734,51.784183673469386,30.960575558263244,10
9.839285714285714,51.784183673469386,29.927002656638674,9
9.854591836734693,51.784183673469386,28.600718512032955,10
9.869897959183673,51.784183673469386,27.555249023827837,9
9.885204081632653,51.784183673469386,27.178983104700393,10
9.900510204081632,51.784183673469386,26.78499460619729,3
9.915816326530612,51.784183673469386,26.18961264296838,6
9.931122448979592,51.784183673469386,25.320144710203483,10
9.946428571428571,51.784183673469386,24.195924962829952,9
9.96173469387755,51.784183673469386,24.78856475846379,10
9.97704081632653,51.784183673469386,24.076175655262173,7
9.99234693877551,51.784183673469386,24.036289863999095,2
10.00765306122449,51.784183673469386,24.421282856147403,10
10.02295918367347,51.784183673469386,23.744808535644257,6
10.03826530612245,51.784183673469386,24.12694321379076,2
10.053571428571429,51.784183673469386,24.244604096842117,10
10.068877551020408,51.784183673469386,24.671517236121556,7
10.084183673469388,51.784183673469386,25.6491564898088,4
10.099489795918368,51.784183673469386,26.48035135548111,4
10.114795918367347,51.784183673469386,27.15136289567232,7
10.130102040816327,51.784183673469386,27.79566484603849,4
10.145408163265307,51.784183673469386,29.309085822062887,3
10.160714285714286,51.784183673469386,29.919079090034362,6
10.176020408163264,51.784183673469386,30.685760418919603,7
10.191326530612244,51.784183673469386,31.970735604431354,7
10.206632653061224,51.784183673469386,33.19819860322641,9
10.221938775510203,51.784183673469386,34.55635187289561,7
10.237244897959183,51.784183673469386,35.2625510421235,6
10.252551020408163,51.784183673469386,36.84335503264736,6
10.267857142857142,51.784183673469386,38.326817556939424,10
10.283163265306122,51.784183673469386,39.94320565838933,5
10.298469387755102,51.784183673469386,40.40422643067214,7
10.313775510204081,51.784183673469386,41.87234411607916,10
10.329081632653061,51.784183673469386,43.30148418992988,3
10.34438775510204,51.784183673469386,45.08607283369956,2
10.35969387755102,51.784183673469386,46.622065339713316,3
10.375,51.784183673469386,47.79480839789558,4
9.625,51.79336734693877,48.016538364933965,4
9.64030612244898,51.79336734693877,46.51111135963826,4
9.65561224489796,51.79336734693877,44.57162613306095,10
