long,lat,dist,intensity
9.625,51.775,48.75866638933036,10.0
9.64030612244898,51.775,46.95243777259694,9.657823510257751
9.65561224489796,51.775,45.57770296159008,9.397390291783156
9.67091836734694,51.775,44.520488960098525,9.197109013662908
9.68622448979592,51.775,42.94815736012095,8.899242562756964
9.701530612244898,51.775,41.54092786373725,8.632653469397805
9.716836734693878,51.775,39.75960677351076,8.295195524090822
9.732142857142858,51.775,39.13284417433688,8.176460041716002
9.747448979591836,51.775,37.10931977018911,7.793118491756907
9.762755102040815,51.775,36.75605563675997,7.7261952462669585
9.778061224489797,51.775,35.358067722804,7.461356901514866
9.793367346938776,51.775,33.78821338075746,7.163959748578831
9.808673469387756,51.775,32.86470840424526,6.989008644275139
9.823979591836734,51.775,31.328568180674907,6.697998378695478
9.839285714285714,51.775,30.2158577303653,6.487203713801376
9.854591836734691,51.775,29.478956424254694,6.3476032779122455
9.869897959183673,51.775,29.33537948093253,6.32040370083836
9.885204081632653,51.775,28.19882003338966,6.105091021955581
9.900510204081632,51.775,27.460366918445686,5.965196607500043
9.915816326530612,51.775,26.168671807977187,5.720494638644807
9.931122448979592,51.775,25.87575454071775,5.665003655185032
9.946428571428571,51.775,25.66760608202448,5.625571487916123
9.96173469387755,51.775,25.209425045375127,5.538772520534754
9.97704081632653,51.775,25.340959422895494,5.56369072366994
9.99234693877551,51.775,24.512544483654143,5.406753715068953
10.00765306122449,51.775,25.46826272596052,5.587807381424021
10.02295918367347,51.775,24.76401980301683,5.454393831740315
10.03826530612245,51.775,25.20667179539829,5.5382509379378835
10.053571428571429,51.775,25.843702238382555,5.658931586455965
10.068877551020408,51.775,25.80615252867593,5.651818075054794
10.084183673469388,51.775,26.844521688338524,5.848529338965854
10.099489795918368,51.775,27.007920224240635,5.879483968366601
10.114795918367347,51.775,28.324580591138307,6.128915418158695
10.130102040816327,51.775,28.68217592121891,6.196659176430276
10.145408163265309,51.775,30.16265075940074,6.477124051467493
10.160714285714286,51.775,31.042052178124795,6.643720066914058
10.176020408163264,51.775,31.872497130065472,6.801041646223956
10.191326530612244,51.775,32.4081633145489,6.90251959479707
10.206632653061224,51.775,33.7763929080262,7.1617204485097234
