long,lat,dist,intensity
9.625,51.775,48.14750985288769,10
9.64030612244898,51.775,47.50998707505118,6
9.65561224489796,51.775,46.00888898589328,3
9.670918367346939,51.775,43.809077801649416,7
9.686224489795919,51.775,42.634102259967314,10
9.701530612244898,51.775,41.09800928653297,6
9.716836734693878,51.775,40.40902022624323,10
9.732142857142858,51.775,39.284447825154665,8
9.747448979591837,51.775,37.70483837890685,10
9.762755102040817,51.775,35.91892865853766,10
9.778061224489797,51.775,34.87887970811991,7
9.793367346938776,51.775,33.599311732387974,8
9.808673469387756,51.775,32.332666689164995,10
9.823979591836734,51.775,32.13246374538705,10
9.839285714285714,51.775,30.575766621474358,4
9.854591836734693,51.775,29.58337262742309,10
9.869897959183673,51.775,29.166366034942744,6
9.885204081632653,51.775,27.971893295828615,5
9.900510204081632,51.775,27.070478085136685,7
9.915816326530612,51.775,26.911614652957176,8
9.931122448979592,51.775,25.676756248113616,10
9.946428571428571,51.775,25.861456376322753,10
9.96173469387755,51.775,25.163807453508184,10
9.97704081632653,51.775,25.362639663629626,10
9.99234693877551,51.775,25.443077277030042,4
10.00765306122449,51.775,25.385749210115463,5
10.02295918367347,51.775,25.329646214660592,10
10.03826530612245,51.775,25.03157968736872,5
10.053571428571429,51.775,25.390857081684143,5
10.068877551020408,51.775,25.891477968551715,10
10.084183673469388,51.775,26.78639298153951,3
10.099489795918368,51.775,27.01212515706936,6
10.114795918367347,51.775,28.480371016391196,10
10.130102040816327,51.775,29.037624277046156,10
10.145408163265307,51.775,29.318310755694544,4
10.160714285714286,51.775,30.47931902553806,6
10.176020408163264,51.775,31.496458020788896,4
10.191326530612244,51.775,32.65108883307894,10
10.206632653061224,51.775,34.369540252723155,7
10.221938775510203,51.775,34.971345987743106,9
10.237244897959183,51.775,36.087846454258965,5
10.252551020408163,51.775,37.958568065062586,10
10.267857142857142,51.775,39.20949092172993,7
10.283163265306122,51.775,40.44647899814467,10
10.298469387755102,51.775,41.38960017294813,7
10.313775510204081,51.775,43.09773759898645,10
10.329081632653061,51.775,43.84620225001708,6
10.34438775510204,51.775,45.646573699019754,8
10.35969387755102,51.775,47.385692340133595,5
10.375,51.775,48.050553434057726,4
9.625,51.784183673469386,48.20412806743149,10
9.64030612244898,51.784183673469386,46.98251859809101,1
9.65561224489796,51.784183673469386,45.55304486233231,8
9.670918367346939,51.784183673469386,43.9647639224926,8
9.686224489795919,51.784183673469386,42.134664998643565,6
9.701530612244898,51.784183673469386,40.472538307721734,10
9.716836734693878,51.784183673469386,39.628086363492635,3
9.732142857142858,51.784183673469386,37.90496234084551,3
9.747448979591837,51.784183673469386,37.304804514057764,6
9.762755102040817,51.784183673469386,35.372294376796084,10
9.778061224489797,51.784183673469386,34.25017606234812,9
9.793367346938776,51.784183673469386,32.75823483862114,1
9.808673469387756,51.784183673469386,32.48150101714999,8
9.823979591836734,51.784183673469386,30.463400665839146,5
9.839285714285714,51.784183673469386,30.318542070651485,3
9.854591836734693,51.784183673469386,28.731343296987667,8
9.869897959183673,51.784183673469386,28.403045746032895,5
9.885204081632653,51.784183673469386,27.197377805072808,6
9.900510204081632,51.784183673469386,26.26877234278828,7
9.915816326530612,51.784183673469386,25.83435049739457,2
9.931122448979592,51.784183673469386,25.26988808702521,4
9.946428571428571,51.784183673469386,24.862079668867995,10
9.96173469387755,51.784183673469386,24.670518077381878,8
